# fcdmult as a finction of flat ratio
0.0,0.1,0.2,0.3,0.4,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95,1.0
1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.055,1.048,1.035,1.020,1.008,1.002,1.,1.004,1.06
